ScenarioID,ParallelShift,VolShock,CorrShock,EURUSD_PnL,USDJPY_PnL,GBPUSD_PnL,PortfolioPnL
341,0.005317,-0.034518,0.002249,-29646.45,-6414.4,-8925.32,-44986.17
342,0.008612,0.037094,-0.007648,-43770.67,-19814.07,-14803.01,-78387.75
343,0.014541,0.071473,0.000286,-84808.16,-31208.43,-26279.04,-142295.63
344,-0.012128,0.036194,0.016584,79301.27,26272.87,26404.51,131978.65
345,0.011467,-0.045074,0.020031,-76060.18,-32765.98,-19993.1,-128819.26
346,0.015632,0.069872,0.007545,-98818.64,-31367.88,-27738.03,-157924.55
347,-0.005137,0.0531,-0.010521,39617.45,9010.21,13054.59,61682.25
348,-0.016406,-0.047838,-0.003107,102777.3,26740.36,24596.22,154113.88
349,-0.002921,-0.013336,0.00666,18192.75,7032.42,4181.92,29407.09
350,0.007148,0.029716,-0.006534,-42648.3,-15583.07,-15482.45,-73713.82
351,0.009045,-0.045341,0.017876,-55331.39,-19248.0,-19492.23,-94071.62
352,0.015397,-0.018156,0.012691,-95318.99,-33148.96,-26405.96,-154873.91
353,0.000266,-0.01335,-0.001106,409.71,935.44,-375.64,969.51
354,0.006209,-0.021203,0.044498,-32065.45,-10752.35,-14687.46,-57505.26
355,0.00606,-0.016832,-0.019574,-40375.39,-15329.91,-9531.13,-65236.43
356,0.01616,0.041301,0.055251,-106931.94,-35453.98,-30004.35,-172390.27
357,0.012294,-0.011028,0.00379,-73339.98,-30181.1,-22633.71,-126154.79
358,0.009973,-0.027404,-0.034273,-67095.89,-21801.39,-17018.91,-105916.19
359,-0.000708,-0.030711,0.018786,3968.84,2115.28,110.24,6194.36
360,0.015089,-0.019582,0.001494,-87783.09,-30847.62,-25745.38,-144376.09
361,-0.019737,0.034032,0.001112,139759.89,41996.4,33223.29,214979.58
362,0.008943,0.009906,-0.025788,-49787.86,-23071.89,-13759.09,-86618.84
363,0.014869,-0.055315,-0.002455,-92755.63,-31738.48,-22212.14,-146706.25
364,-0.010947,-0.015328,0.030066,72238.4,20181.76,19574.14,111994.3
365,0.008056,-0.019642,0.011087,-57789.33,-20881.53,-14898.32,-93569.18
366,0.0059,0.038075,-0.02364,-33945.76,-11890.84,-12024.71,-57861.31
367,-0.013342,0.011491,0.025791,90904.99,25213.19,19478.83,135597.01
368,0.015295,0.052093,0.006042,-86763.42,-31447.55,-27675.21,-145886.18
369,0.005551,-0.041486,-0.019913,-31532.17,-9090.5,-12206.78,-52829.45
370,-0.012368,-0.022252,-0.014226,86216.05,26116.9,23850.09,136183.04
371,0.003173,-0.032229,-0.037823,-19498.0,-11793.4,-6834.19,-38125.59
372,-0.007217,-0.025421,-0.026321,44457.86,18593.98,14844.34,77896.18
373,0.015325,0.000507,0.005424,-88525.18,-36594.48,-25054.24,-150173.9
374,0.013023,-0.044448,0.027653,-70547.6,-25015.7,-21471.79,-117035.09
375,-0.011198,0.05346,-0.020512,77455.42,24928.58,12891.6,115275.6
376,0.004058,0.131074,-0.041837,-26276.16,-14363.22,-8849.26,-49488.64
377,-0.019298,0.007977,0.015872,135863.28,37734.77,32359.33,205957.38
378,0.002723,-0.044946,-0.026576,-18726.56,-8551.85,-3914.43,-31192.84
379,0.012987,0.129879,0.006761,-77390.59,-29070.6,-23672.09,-130133.28
380,0.012841,-0.013816,0.001459,-73638.98,-27771.06,-19341.74,-120751.78
381,0.00573,0.02277,-0.012964,-33962.46,-13320.75,-9031.89,-56315.1
382,-0.001018,0.04834,-0.000635,16831.25,1311.69,702.61,18845.55
383,0.003461,0.053894,0.021402,-21393.95,-6251.12,-5341.3,-32986.37
384,-0.010779,0.051204,-0.025157,67295.81,22800.41,18115.27,108211.49
385,0.007962,0.022368,0.002764,-55951.7,-16639.63,-13958.16,-86549.49
386,0.002222,-0.021502,0.010456,-16063.87,-3378.58,-2273.95,-21716.4
387,-0.005346,-0.038608,0.009527,28786.24,14561.5,9323.89,52671.63
388,-0.001148,0.027301,0.009679,7521.52,5045.78,652.02,13219.32
389,0.007124,-0.053931,0.010213,-46800.77,-18892.74,-11881.72,-77575.23
390,-0.000344,-0.077136,-0.042273,1479.07,5577.63,1241.05,8297.75
391,-0.006683,0.054093,0.018144,50802.52,16086.06,13400.28,80288.86
392,0.007311,-0.023875,-0.032746,-48925.06,-12038.47,-13483.31,-74446.84
393,-0.001455,-0.058289,-0.011022,9457.0,4532.33,1613.67,15603.0
394,-0.005285,0.042109,0.006505,37226.84,15684.25,8186.4,61097.49
395,-0.00049,0.027558,-0.01743,4336.9,1095.99,6407.53,11840.42
396,0.000999,0.057847,0.016599,-12251.88,-6743.73,-1243.7,-20239.31
397,0.012573,0.014396,0.001577,-79590.18,-30375.91,-23798.66,-133764.75
398,-0.016223,-0.055152,-0.01052,115252.25,32733.39,28739.51,176725.15
399,0.001352,0.024952,-0.020696,-3452.78,-7061.34,-3248.61,-13762.73
400,-0.000209,0.038007,0.027586,5199.99,4686.76,-1294.6,8592.15
401,0.011904,0.050933,-0.047926,-75288.19,-23191.67,-21743.27,-120223.13
402,-0.010858,0.105709,0.002221,73923.45,18875.35,17668.64,110467.44
403,-0.008978,0.053949,0.010093,57320.59,20536.15,15115.39,92972.13
404,0.002345,0.011488,0.008405,-13619.92,-3661.16,-1568.52,-18849.6
405,0.006406,-0.016845,-0.001959,-34562.5,-13114.55,-11893.83,-59570.88
406,-0.006311,0.013652,-0.017097,48344.22,10140.45,13937.94,72422.61
407,-0.002852,-0.053837,0.003784,13957.83,6092.95,3807.92,23858.7
408,0.009451,0.006837,-0.02377,-62405.33,-17731.7,-13870.09,-94007.12
409,-0.000453,-0.05222,0.021081,6450.29,4870.39,1368.2,12688.88
410,-0.005206,0.025844,0.006527,31574.23,11528.45,8668.33,51771.01
411,0.007435,0.0246,-0.021032,-52848.16,-15883.73,-12871.92,-81603.81
412,0.00761,0.025665,0.029174,-50496.51,-17553.37,-15160.62,-83210.5
413,0.007494,0.001088,-0.037072,-46437.01,-14939.64,-13328.38,-74705.03
414,0.002967,-0.061012,0.032821,-17183.26,-11550.85,-5173.59,-33907.7
415,0.004067,-0.055647,0.010673,-17659.99,-10474.23,-6220.05,-34354.27
416,0.002086,0.048414,-0.002177,-18794.59,-1668.02,-5644.14,-26106.75
417,0.018089,0.028038,-0.011978,-104670.78,-38013.66,-31917.0,-174601.44
418,-0.006809,-0.093909,0.012088,37158.94,11918.37,12712.82,61790.13
419,-0.005007,0.007858,-0.024274,31365.69,11004.36,6808.82,49178.87
420,0.016864,-0.031871,0.027568,-104054.05,-40119.06,-31616.53,-175789.64
421,0.001761,0.051639,0.035396,-10734.3,-7229.4,-2506.81,-20470.51
422,-0.008252,0.01961,-0.018829,44723.31,21280.08,13905.9,79909.29
423,0.000497,0.049835,0.037577,378.03,-733.86,61.66,-294.17
424,-0.002948,0.001806,0.002897,15423.29,6253.96,5863.43,27540.68
425,0.00517,0.021866,-0.026781,-26858.36,-7418.51,-9188.39,-43465.26
426,0.004555,-0.010828,0.015039,-33212.58,-5538.3,-6521.44,-45272.32
427,0.007254,-0.005253,-0.028252,-41549.45,-19372.79,-10830.6,-71752.84
428,-0.007721,-0.079352,2e-05,57443.68,13317.86,16633.08,87394.62
429,0.006567,0.007838,-0.008712,-43547.18,-12501.05,-9735.2,-65783.43
430,-0.005935,-0.040326,-0.004277,46337.93,8812.76,12611.79,67762.48
431,0.000423,-0.082637,-0.009233,304.17,4517.57,-3390.41,1431.33
432,-0.028192,-0.065478,0.022608,192160.21,63694.47,51483.29,307337.97
433,0.00191,-0.031318,0.001105,-9279.81,-2636.33,155.29,-11760.85
434,-0.002601,-0.065042,-0.029546,8672.42,6050.99,4057.05,18780.46
435,0.000327,-0.026853,-0.022203,951.53,-8074.94,-2171.38,-9294.79
436,0.007865,-0.045042,0.007834,-53731.38,-17883.83,-12535.09,-84150.3
437,-0.012778,0.037264,0.000918,93016.35,27459.26,20095.59,140571.2
438,0.01728,-0.049297,-0.004543,-100814.17,-41927.67,-27187.76,-169929.6
439,-0.011509,-0.02275,0.005777,77579.15,26536.1,16823.77,120939.02
440,0.007275,0.040362,0.020585,-54041.97,-19683.28,-13342.4,-87067.65
441,-0.013608,-0.090198,-0.007709,93790.79,36974.28,24775.72,155540.79
442,0.017523,-0.002208,0.011191,-107719.73,-28748.3,-31860.68,-168328.71
443,-0.0055,0.039827,0.004149,34308.08,14430.59,9487.26,58225.93
444,-0.000482,0.011529,-0.034682,-4828.26,4272.82,-515.3,-1070.74
445,-0.00133,0.080622,-0.001757,7631.16,5480.21,1116.82,14228.19
446,0.012029,0.043778,0.036607,-78386.28,-21160.59,-19822.78,-119369.65
447,-0.013254,-0.129809,-0.015961,91562.9,29144.74,22943.21,143650.85
448,-0.000501,-0.0063,0.020624,-3917.39,1857.59,-773.25,-2833.05
449,-0.009065,0.058812,-0.019665,60076.67,24912.86,17449.97,102439.5
450,-0.00455,-0.018619,-0.024544,36542.04,12588.43,9289.69,58420.16
451,0.007968,-0.038726,-0.030958,-47562.82,-14067.82,-10650.8,-72281.44
452,-0.002009,-0.017338,-0.004785,16502.39,3372.43,3391.01,23265.83
453,0.008311,-0.031292,0.027823,-49299.03,-23024.97,-15491.03,-87815.03
454,-0.020243,-0.009834,-0.009966,144977.03,39868.16,35999.05,220844.24
455,0.005688,0.01286,0.022802,-25905.58,-11609.97,-9087.59,-46603.14
456,-0.008803,-0.050976,0.020677,63469.13,15396.96,12700.38,91566.47
457,-0.006487,-0.007069,-0.008183,43917.4,16374.66,12212.23,72504.29
458,0.005361,-0.122577,-0.032278,-38183.44,-13152.72,-7648.85,-58985.01
459,-0.008789,0.033346,-0.015702,52862.22,14993.58,19809.42,87665.22
460,-0.008074,0.034549,-0.031164,61040.0,18001.79,14596.11,93637.9
461,0.004138,0.0262,0.016181,-29508.94,-10663.14,-7102.15,-47274.23
462,0.006844,-0.003333,0.015478,-40344.63,-15023.93,-15403.4,-70771.96
463,-0.005035,0.08714,0.006801,30102.03,11326.04,10114.67,51542.74
464,-0.006391,0.061769,0.009914,36958.63,15989.48,10300.51,63248.62
465,-0.001791,-0.050798,0.012629,10971.35,5783.01,2014.9,18769.26
466,-0.006654,-0.037322,0.007921,40845.68,13364.13,10541.16,64750.97
467,0.004401,-0.086765,0.004941,-19512.97,-5533.68,-8890.77,-33937.42
468,0.004946,0.015028,0.029388,-44149.27,-7048.04,-9141.11,-60338.42
469,-0.007432,-0.03859,-0.025998,46482.16,12368.61,13292.62,72143.39
470,0.005899,-0.012829,0.029994,-40304.99,-13315.28,-11210.8,-64831.07
471,0.005986,0.034979,0.009907,-38724.49,-16592.86,-11054.85,-66372.2
472,0.014781,0.050662,0.005881,-93085.32,-31081.79,-26479.64,-150646.75
473,0.011931,-0.041948,0.018473,-76991.78,-21091.3,-19905.55,-117988.63
474,-0.007494,-0.015466,0.014233,47478.03,15803.54,12013.45,75295.02
475,0.017591,0.096554,0.029262,-108001.87,-38149.72,-32166.97,-178318.56
476,0.015357,0.046536,0.019575,-95765.03,-37523.84,-29777.47,-163066.34
477,0.000576,-0.026134,-0.012754,-2013.0,1830.66,-2405.29,-2587.63
478,-0.013056,-0.033874,-0.020879,91664.18,27405.48,26478.59,145548.25
479,0.007347,0.090693,-0.028078,-62804.36,-14699.41,-12537.08,-90040.85
480,-0.001228,0.00479,-0.022481,10830.87,4787.07,-263.03,15354.91
481,-0.003536,-0.014593,-0.013416,17462.19,7463.88,6674.88,31600.95
482,-0.006102,-0.054539,0.008211,36662.96,11886.21,9745.02,58294.19
483,0.012457,-0.036072,0.034511,-73718.03,-20697.19,-20346.05,-114761.27
484,-0.00221,-0.045868,-0.007108,21914.23,4498.12,5168.01,31580.36
485,0.00207,0.012483,0.005763,-10880.05,-6788.72,-4151.11,-21819.88
486,0.003093,0.008174,-0.009224,-17807.09,-8809.0,-7828.06,-34444.15
487,0.00295,-0.059925,0.005602,-28751.69,-8369.66,-5787.91,-42909.26
488,-0.016066,-0.018634,0.0237,103887.62,32703.22,31360.74,167951.58
489,-0.010619,0.069861,-0.00558,72067.5,26173.52,17506.18,115747.2
490,0.00631,0.04423,-0.013016,-43927.88,-13937.35,-11374.48,-69239.71
491,-0.010789,-0.03208,-0.069338,71079.54,25341.09,15440.32,111860.95
492,-0.004631,0.122117,-0.000451,37371.0,6690.29,8956.35,53017.64
493,-0.011822,0.020053,0.016845,83013.75,23791.77,21120.46,127925.98
494,0.002845,0.033299,-0.002475,-13654.18,-1670.51,-5585.89,-20910.58
495,0.000464,-0.045241,0.006805,-1280.54,-801.28,-541.25,-2623.07
496,0.019218,-0.144336,-0.009933,-118327.15,-35987.62,-32489.2,-186803.97
497,0.004997,0.062993,-0.003599,-28656.15,-12085.7,-10801.15,-51543.0
498,0.017942,0.018452,0.012893,-114778.9,-36146.45,-27662.04,-178587.39
499,-0.002775,-0.06279,0.00368,13027.97,1153.06,3358.1,17539.13
500,-0.004926,-0.049362,0.026529,42012.88,12198.82,9339.59,63551.29
501,-0.00142,-0.044817,0.032058,8964.26,1595.25,4501.15,15060.66
502,-0.000736,0.048865,-0.008195,9883.34,4484.57,3930.02,18297.93
503,-0.007094,-0.004152,0.038955,46012.94,17331.0,16925.12,80269.06
504,-0.01849,-0.013978,3.7e-05,118885.93,37461.95,30230.55,186578.43
505,0.008577,-0.086632,0.037786,-50644.91,-21172.86,-12870.89,-84688.66
506,0.00597,-0.001938,-0.014429,-35263.5,-12167.81,-11765.93,-59197.24
507,-0.013433,-0.042529,-0.010066,97183.77,30790.63,22472.5,150446.9
508,-0.004112,0.049568,0.005347,28375.11,6524.95,6907.94,41808.0
509,4.3e-05,-0.00456,0.014681,3549.8,-2846.37,-1074.58,-371.15
510,-0.006874,0.069426,0.04507,43424.26,13933.56,13644.93,71002.75
511,-0.007072,0.043245,-0.000417,38375.35,10950.13,11629.76,60955.24
512,0.012229,-0.044627,-0.010682,-75070.93,-30688.21,-20682.2,-126441.34
513,-0.015437,0.028359,-0.016176,100994.91,33236.93,28449.06,162680.9
514,0.003763,0.010382,0.004436,-22226.75,-6557.35,-7335.48,-36119.58
515,0.006545,-0.03991,0.021828,-37666.63,-7201.86,-10360.65,-55229.14
516,0.009091,-0.078027,0.018834,-51349.66,-14576.93,-15577.4,-81503.99
517,-0.003419,-0.054476,-0.019961,22358.04,1925.45,4412.51,28696.0
518,0.000895,0.00336,-0.019388,-11970.22,-5133.5,-1999.39,-19103.11
519,0.021298,0.053017,0.004284,-125461.28,-41678.15,-35707.23,-202846.66
520,-0.003082,-0.042279,-0.002505,25268.59,5661.24,3153.5,34083.33
521,-0.017234,-0.006052,-0.020513,116524.65,40561.11,29880.3,186966.06
522,-0.007505,0.015438,0.038419,49443.65,8693.1,14358.17,72494.92
523,0.003464,0.004506,-0.004384,-26284.28,-2730.11,-9704.5,-38718.89
524,-0.00309,-0.016617,0.017069,26475.55,5807.98,5761.85,38045.38
525,0.00278,0.052666,0.020655,-20587.34,-4524.02,-4070.47,-29181.83
526,-0.001159,0.018689,0.000404,8353.83,-1633.91,180.91,6900.83
527,0.008178,-0.060529,0.009402,-52056.61,-14080.9,-12931.34,-79068.85
528,-0.004533,-0.011162,-0.039711,29273.45,5708.42,7449.64,42431.51
529,-0.006379,-0.043831,0.023754,35999.24,10507.09,9703.36,56209.69
530,-0.004811,-0.043839,-0.007183,33304.26,12113.06,9614.07,55031.39
531,-0.019082,0.01901,0.008838,128913.96,45075.31,35378.06,209367.33
532,-0.00183,-0.029798,0.033029,11876.89,4098.62,3329.54,19305.05
533,0.023031,-0.010826,-0.000473,-141922.45,-49533.69,-42136.8,-233592.94
534,-0.008107,-0.090498,0.01763,54960.29,17742.73,14001.88,86704.9
535,0.000718,0.080957,-0.015375,-3261.42,-688.11,1035.25,-2914.28
536,0.004387,0.024446,-0.025165,-32124.13,-12712.42,-12584.34,-57420.89
537,0.003972,-0.013081,0.007981,-25285.53,-7619.88,-4235.04,-37140.45
538,7.3e-05,0.033449,-0.006045,3649.88,-3872.11,-3802.05,-4024.28
539,0.021067,0.091815,-0.03891,-127127.96,-43790.12,-35209.95,-206128.03
540,0.017392,-0.053071,-0.020154,-106248.53,-39414.12,-35690.51,-181353.16
541,-0.002272,0.042877,-0.000409,18007.02,6215.06,1900.01,26122.09
542,0.00068,-0.076258,-0.010238,-4158.72,-1431.91,-3765.44,-9356.07
543,-0.01089,0.014548,0.016548,72418.17,22097.83,20811.07,115327.07
544,-0.007721,0.086351,-0.026905,56767.97,17830.89,18254.19,92853.05
545,-0.011212,-0.116701,0.024989,68347.63,25391.89,21872.65,115612.17
546,0.003798,0.011609,0.008019,-20172.85,-6213.77,-9041.0,-35427.62
547,0.01825,0.002555,0.010367,-107576.13,-34857.21,-29650.78,-172084.12
548,0.001317,0.003373,0.008172,-3023.54,-6104.34,-1004.03,-10131.91
549,-0.008863,0.092561,0.007346,57298.36,19898.92,15440.42,92637.7
550,-0.001602,-0.090461,-0.020484,9767.62,-1701.14,1612.9,9679.38
551,-0.004999,-0.038972,0.015447,28653.23,10762.6,7991.49,47407.32
552,-0.001188,0.08032,0.003594,9618.74,198.49,3319.37,13136.6
553,0.00584,0.02438,-0.024184,-40116.98,-7962.63,-11536.57,-59616.18
554,0.0157,-0.02732,0.002964,-97439.13,-35504.16,-28978.61,-161921.9
555,-0.007042,0.007403,0.017808,47307.48,14688.97,14674.58,76671.03
556,0.000413,-0.027143,-0.019955,3669.1,-1856.29,-1876.43,-63.62
557,-0.00665,0.06071,-0.011459,49175.26,13274.68,9154.99,71604.93
558,-0.003325,-0.00164,-0.002303,21160.78,6016.49,4215.34,31392.61
559,0.000107,0.027047,-0.029252,5797.63,-11315.35,-36.34,-5554.06
560,0.004661,-0.030168,-0.042517,-30290.49,-9278.74,-10407.35,-49976.58
561,-0.008301,0.048136,0.002354,47965.81,18782.29,12583.28,79331.38
562,-0.007748,0.009883,0.00209,49697.1,14757.38,12979.27,77433.75
563,-0.007806,0.054451,-0.031384,50905.17,12014.25,15454.33,78373.75
564,-0.002423,-0.052833,0.013701,4422.63,5931.17,6518.78,16872.58
565,0.001795,-0.025326,-0.024844,-6185.23,-988.15,-4414.78,-11588.16
566,-0.006186,0.059338,0.010632,32139.62,12404.28,10299.18,54843.08
567,0.002476,0.000302,-0.010254,-15066.47,-6543.66,2519.53,-19090.6
568,0.001227,-0.000735,0.036856,-14765.14,-2907.2,-4034.67,-21707.01
569,0.00635,-0.024717,0.011602,-37828.11,-10994.09,-10000.14,-58822.34
570,-0.00224,-0.069883,0.020182,21720.63,1891.22,5370.04,28981.89
571,-0.011704,0.010172,0.008188,77024.41,24862.83,22060.72,123947.96
572,-0.001094,-0.033757,-0.024476,5185.19,-1226.42,1149.08,5107.85
573,-0.004652,0.040205,0.00147,43464.07,3729.32,8721.96,55915.35
574,-0.004516,-0.047802,-0.000595,29286.86,12716.12,8039.6,50042.58
575,-0.006928,0.016711,-0.004593,40484.65,13803.2,12516.63,66804.48
576,0.000723,0.016516,-0.01053,-3098.54,-1157.58,-1001.26,-5257.38
577,0.000324,0.108805,0.022203,-623.86,-3080.11,-1147.67,-4851.64
578,0.016158,-0.028147,-0.003315,-100259.01,-32827.89,-28988.01,-162074.91
579,0.001769,-0.020716,0.02629,-14856.78,-781.08,-4247.6,-19885.46
580,-0.008537,-0.03504,-0.034229,59326.49,14436.74,14139.35,87902.58
581,0.007616,0.036468,-0.028633,-46647.53,-12572.57,-14525.9,-73746.0
582,0.005136,-0.057164,0.007713,-32132.45,-8801.6,-7737.88,-48671.93
583,-0.013535,0.006828,0.029058,81171.71,31323.93,26754.03,139249.67
584,-0.014846,-0.033535,0.010355,97030.0,35271.08,27950.45,160251.53
585,-0.01385,-0.037153,0.015397,97991.68,35739.55,22338.6,156069.83
586,0.014592,-0.045696,0.010006,-85596.48,-39625.27,-23567.98,-148789.73
587,0.013846,0.054794,0.041067,-80857.82,-30687.58,-21613.49,-133158.89
588,-0.00594,0.004121,0.016636,41642.0,16526.69,15312.36,73481.05
589,-0.011374,-0.016417,0.006328,74523.29,23657.52,21341.77,119522.58
590,0.006429,0.012367,0.002955,-41978.4,-9287.51,-7859.83,-59125.74
591,0.010188,-0.057469,-0.005244,-62889.12,-24217.18,-17569.2,-104675.5
592,0.000222,0.054207,-0.009966,4373.21,-3338.76,-2022.34,-987.89
593,-0.003794,0.002394,-0.04833,27278.85,13094.64,7903.44,48276.93
594,-0.002107,-0.05423,-0.03626,5578.29,4031.55,7879.48,17489.32
595,-0.027171,0.035011,-0.013554,191542.89,54245.44,44542.2,290330.53
596,0.001256,0.01314,0.013367,-16557.12,-16.47,-402.47,-16976.06
597,0.004245,-0.021048,0.006169,-27988.9,-6008.82,-8119.28,-42117.0
598,0.00108,-0.086916,0.006106,-10743.1,-731.11,-302.78,-11776.99
599,-0.0061,0.001559,0.00349,42325.71,15179.01,11931.55,69436.27
600,-0.003799,0.079916,0.01504,32043.3,9017.82,7421.7,48482.82
601,-0.001172,-0.022189,0.019507,8971.27,2066.32,-6.13,11031.46
602,0.015551,0.005631,-0.024534,-95234.03,-33260.19,-27542.9,-156037.12
603,0.005763,-0.009977,-0.00611,-29897.69,-17320.16,-10129.69,-57347.54
604,0.009289,0.031347,0.020401,-48326.29,-14409.03,-18473.09,-81208.41
605,-0.016107,0.016343,-0.027082,100900.7,34773.5,29160.33,164834.53
606,0.017111,0.038422,0.038391,-102858.37,-39342.76,-28129.47,-170330.6
607,0.013343,0.019554,0.029011,-83340.72,-26382.88,-23565.71,-133289.31
608,0.02379,0.042063,-0.022334,-132640.19,-52159.45,-41367.97,-226167.61
609,0.004683,0.0275,0.009674,-35611.34,-8373.21,-5947.14,-49931.69
610,0.010719,-0.065091,-0.013113,-72308.76,-21489.71,-21753.73,-115552.2
611,-0.011227,-0.033257,-0.035936,75675.53,17258.11,20506.41,113440.05
612,-0.00397,-0.031199,-0.009215,25859.13,10116.05,9542.37,45517.55
613,0.010139,0.111584,0.013506,-62889.29,-22663.12,-18489.56,-104041.97
614,0.00539,-0.049972,0.00458,-34478.03,-13504.09,-11481.64,-59463.76
615,0.025247,-0.069829,-0.001355,-143651.77,-51431.9,-44877.16,-239960.83
616,-0.011921,0.006489,-0.05279,81536.63,25139.57,22883.6,129559.8
617,-0.011433,-0.016174,0.008738,78286.18,19982.2,18599.11,116867.49
618,0.013999,0.012966,-0.033282,-82168.65,-34195.94,-24972.5,-141337.09
619,0.005633,0.060685,-0.046758,-32341.14,-9243.63,-10915.04,-52499.81
620,0.000909,-0.152599,-0.05496,-347.83,-3525.78,-2274.24,-6147.85
621,0.002347,-0.018297,-0.009174,-13157.61,-9414.81,-1763.53,-24335.95
622,-0.002303,-0.050283,-0.022804,15298.79,3916.18,908.67,20123.64
623,-0.006018,-0.04046,0.025237,40586.51,17346.56,9051.98,66985.05
624,-0.002911,0.019328,0.012083,22719.23,3450.34,3346.34,29515.91
625,-0.003554,0.074045,-0.020014,20751.92,9653.4,7537.02,37942.34
626,0.005554,0.004042,-0.021303,-38861.97,-8284.32,-8117.0,-55263.29
627,-0.01335,0.043473,0.026176,91053.09,29313.53,25251.71,145618.33
628,-0.006957,0.11648,0.024462,48930.75,14506.52,13095.02,76532.29
629,-0.015603,0.104104,0.022578,114216.01,32858.2,26428.34,173502.55
630,-0.006743,0.040679,-0.010251,43916.24,15799.65,10414.29,70130.18
631,0.010439,-0.000887,-0.030162,-68754.45,-17998.33,-20038.68,-106791.46
632,0.008941,0.006084,-0.003434,-43753.47,-22628.28,-17037.22,-83418.97
633,-0.000234,0.120787,-0.000422,2895.45,-515.48,1124.94,3504.91
634,-0.002738,0.034766,0.015484,16796.3,2373.73,4951.56,24121.59
635,0.014021,-0.041333,0.006678,-92743.24,-32563.98,-21796.19,-147103.41
636,0.006915,0.017448,-0.046435,-46638.14,-12701.76,-14930.81,-74270.71
637,-0.003539,0.038333,-0.030223,14887.9,2950.11,6826.58,24664.59
638,-0.00557,0.043902,0.00242,46305.63,7984.52,10355.32,64645.47
639,-0.007952,0.030011,0.002399,48146.18,16228.05,13982.93,78357.16
640,-0.005993,0.036358,-0.020622,50218.26,15446.56,11125.46,76790.28
641,0.028453,-0.015465,0.012228,-165616.45,-57359.2,-46516.24,-269491.89
642,0.005489,0.05209,-0.011008,-36034.43,-6613.07,-8358.01,-51005.51
643,0.002483,-0.037662,0.019332,-19909.62,-8443.29,-4090.98,-32443.89
644,-0.024025,0.030554,0.007539,167384.93,49665.99,41564.73,258615.65
645,-0.007891,0.009229,-0.004988,53256.66,16104.49,13025.76,82386.91
646,0.002785,0.039055,-0.010495,-15950.15,-4290.05,-7413.5,-27653.7
647,0.009765,0.102823,-0.001762,-62185.68,-21146.45,-15750.66,-99082.79
648,0.005108,-0.079533,-0.017322,-30077.03,-11161.41,-11219.78,-52458.22
649,0.015003,-0.039986,0.000716,-93310.25,-34741.53,-25734.62,-153786.4
650,0.003921,-0.023384,-0.006724,-22138.58,-14159.66,-8512.67,-44810.91
651,0.002134,-0.026337,-0.010821,-9262.31,-6382.11,244.59,-15399.83
652,-0.017545,-0.1106,0.017579,116049.77,33943.54,32497.99,182491.3
653,-0.004973,0.045518,-0.012208,34691.49,8908.37,6812.85,50412.71
654,0.017306,0.055823,-0.014533,-106642.36,-31913.95,-32088.9,-170645.21
655,-0.009341,0.023503,0.04541,62949.44,22765.7,14218.6,99933.74
656,0.003611,-0.017981,0.037333,-15181.64,-743.85,-7673.29,-23598.78
657,0.000355,0.018758,-0.013129,-1649.27,1981.47,-1718.4,-1386.2
658,-0.007034,-0.038483,-0.026874,51101.23,12653.48,10616.19,74370.9
659,0.005291,-0.000531,-0.010511,-29706.59,-12806.8,-13559.72,-56073.11
660,0.013332,-0.04141,-0.014379,-86234.02,-27819.3,-23746.91,-137800.23
661,0.009881,0.082256,-0.013584,-66718.02,-22315.2,-16314.32,-105347.54
662,-0.001164,-0.025021,-0.02594,-3450.52,-570.57,4553.51,532.42
663,0.00436,-0.009577,0.014596,-34351.24,-8985.6,-11158.98,-54495.82
664,0.00346,0.012976,0.005666,-16383.76,-4938.42,-8438.56,-29760.74
665,0.011827,-0.010473,-0.039403,-74273.18,-22895.72,-22607.02,-119775.92
666,0.013329,-0.046166,-0.009622,-85962.32,-33116.95,-25178.0,-144257.27
667,-0.007119,-0.006505,-0.060029,50993.79,17069.07,14749.27,82812.13
668,-0.014917,-0.014642,0.018829,107101.42,35761.56,26160.24,169023.22
669,-0.00056,-0.077897,0.021298,1343.78,1277.27,908.29,3529.34
670,-0.023947,-0.040573,0.009078,168311.78,51673.17,43234.64,263219.59
671,-0.008232,-0.025758,-0.002824,58903.01,16585.76,10762.19,86250.96
672,-0.001982,0.036664,0.02714,14373.14,-296.15,2635.64,16712.63
673,0.004751,0.043311,0.010141,-31628.97,-7400.65,-9547.12,-48576.74
674,0.001846,0.037489,0.011533,-8930.0,-2155.89,-5310.28,-16396.17
675,0.000176,-0.045462,-0.005789,-6984.75,666.19,-4235.8,-10554.36
676,0.006173,0.000767,0.038043,-40288.95,-13577.6,-9375.63,-63242.18
677,-0.001465,0.013742,0.019888,8232.74,6662.13,-809.29,14085.58
678,0.016035,-0.089408,0.027044,-107773.42,-27731.33,-27578.8,-163083.55
679,-0.009449,0.093256,-0.021777,62289.52,27656.71,17232.06,107178.29
680,-0.02026,-0.013665,-0.007235,141869.2,42412.98,36344.36,220626.54
681,-0.015281,-0.027395,0.006237,100766.45,35376.97,25103.87,161247.29
682,0.001433,-0.005248,-0.020294,-8967.71,-6945.71,-3381.15,-19294.57
683,0.000303,-0.071367,0.01247,-663.88,960.25,-521.83,-225.46
684,-0.011507,-4e-06,0.012462,71822.05,20831.88,19529.73,112183.66
